DATE,spindx
19941201,448.92
19941202,453.30
19941205,453.33
19941206,453.11
19941207,451.23
19941208,445.45
19941209,446.97
19941212,449.47
19941213,450.15
19941214,454.97
19941215,455.35
19941216,458.80
19941219,457.91
19941220,457.10
19941221,459.61
19941222,459.68
19941223,459.83
19941227,462.47
19941228,460.86
19941229,461.17
19941230,459.27
19950103,459.11
19950104,460.71
19950105,460.34
19950106,460.68
19950109,460.83
19950110,461.68
19950111,461.67
19950112,461.64
19950113,465.97
19950116,469.38
19950117,470.05
19950118,469.71
19950119,466.95
19950120,464.78
19950123,465.82
19950124,465.86
19950125,467.44
19950126,468.32
19950127,470.39
19950130,468.51
19950131,470.42
19950201,470.40
19950202,472.79
19950203,478.65
19950206,481.14
19950207,480.81
19950208,481.19
19950209,480.19
19950210,481.46
19950213,481.65
19950214,482.55
19950215,484.54
19950216,485.22
19950217,481.97
19950221,482.72
19950222,485.07
19950223,486.91
19950224,488.26
19950227,483.81
19950228,487.39
19950301,485.65
19950302,485.13
19950303,485.42
19950306,485.63
19950307,482.12
19950308,483.14
19950309,483.16
19950310,489.57
19950313,490.05
19950314,492.89
19950315,491.88
19950316,495.41
19950317,495.52
19950320,496.14
19950321,495.07
19950322,495.67
19950323,495.95
19950324,500.97
19950327,503.20
19950328,503.90
19950329,503.12
19950330,502.22
19950331,500.71
19950403,501.85
19950404,505.24
19950405,505.57
19950406,506.08
19950407,506.42
19950410,507.01
19950411,505.53
19950412,507.17
19950413,509.23
19950417,506.13
19950418,505.37
19950419,504.92
19950420,505.29
19950421,508.49
19950424,512.89
19950425,512.10
19950426,512.66
19950427,513.55
19950428,514.71
19950501,514.26
19950502,514.86
19950503,520.48
19950504,520.54
19950505,520.12
19950508,523.96
19950509,523.56
19950510,524.36
19950511,524.37
19950512,525.55
19950515,527.74
19950516,528.19
19950517,527.07
19950518,519.58
19950519,519.19
19950522,523.65
19950523,528.59
19950524,528.61
19950525,528.59
19950526,523.65
19950530,523.58
19950531,533.40
19950601,533.49
19950602,532.51
19950605,535.60
19950606,535.55
19950607,533.13
19950608,532.35
19950609,527.94
19950612,530.88
19950613,536.05
19950614,536.47
19950615,537.12
19950616,539.83
19950619,545.22
19950620,544.98
19950621,543.98
19950622,551.07
19950623,549.71
19950626,544.13
19950627,542.43
19950628,544.73
19950629,543.87
19950630,544.75
19950703,547.09
19950705,547.26
19950706,553.99
19950707,556.37
19950710,557.19
19950711,554.78
19950712,560.89
19950713,561.00
19950714,559.89
19950717,562.72
19950718,558.46
19950719,550.98
19950720,553.54
19950721,553.62
19950724,556.63
19950725,561.10
19950726,561.61
19950727,565.22
19950728,562.93
19950731,562.06
19950801,559.64
19950802,558.80
19950803,558.75
19950804,558.94
19950807,560.03
19950808,560.39
19950809,559.71
19950810,557.45
19950811,555.11
19950814,559.74
19950815,558.57
19950816,559.97
19950817,559.04
19950818,559.21
19950821,558.11
19950822,559.52
19950823,557.14
19950824,557.46
19950825,560.10
19950828,559.05
19950829,560.00
19950830,560.92
19950831,561.88
19950901,563.84
19950905,569.17
19950906,570.17
19950907,570.29
19950908,572.68
19950911,573.91
19950912,576.51
19950913,578.77
19950914,583.61
19950915,583.35
19950918,582.77
19950919,584.20
19950920,586.77
19950921,583.00
19950922,581.73
19950925,581.81
19950926,581.41
19950927,581.04
19950928,585.87
19950929,584.41
19951002,581.72
19951003,582.34
19951004,581.47
19951005,582.63
19951006,582.49
19951009,578.37
19951010,577.52
19951011,579.46
19951012,583.10
19951013,584.50
19951016,583.03
19951017,586.78
19951018,587.44
19951019,590.65
19951020,587.46
19951023,585.06
19951024,586.56
19951025,582.47
19951026,576.72
19951027,579.70
19951030,583.25
19951031,581.50
19951101,584.22
19951102,589.72
19951103,590.57
19951106,588.46
19951107,586.32
19951108,591.71
19951109,593.26
19951110,592.72
19951113,592.30
19951114,589.29
19951115,593.96
19951116,597.34
19951117,600.07
19951120,596.85
19951121,600.24
19951122,598.40
19951124,599.97
19951127,601.32
19951128,606.45
19951129,607.64
19951130,605.37
19951201,606.98
19951204,613.68
19951205,617.68
19951206,620.18
19951207,616.17
19951208,617.48
19951211,619.52
19951212,618.78
19951213,621.69
19951214,616.92
19951215,616.34
19951218,606.81
19951219,611.93
19951220,605.94
19951221,610.49
19951222,611.95
19951226,614.30
19951227,614.53
19951228,614.12
19951229,615.93
19960102,620.73
19960103,621.32
19960104,617.70
19960105,616.72
19960108,618.46
19960109,609.45
19960110,598.48
19960111,602.69
19960112,601.81
19960115,599.82
19960116,608.44
19960117,606.37
19960118,608.24
19960119,611.83
19960122,613.40
19960123,612.79
19960124,619.96
19960125,617.03
19960126,621.62
19960129,624.22
19960130,630.15
19960131,636.02
19960201,638.46
19960202,635.85
19960205,641.43
19960206,646.33
19960207,649.93
19960208,656.07
19960209,656.37
19960212,661.45
19960213,660.51
19960214,655.58
19960215,651.32
19960216,647.98
19960220,640.65
19960221,648.10
19960222,658.86
19960223,659.08
19960226,650.46
19960227,647.24
19960228,644.75
19960229,640.43
19960301,644.37
19960304,650.81
19960305,655.79
19960306,652.00
19960307,653.65
19960308,633.50
19960311,640.02
19960312,637.09
19960313,638.55
19960314,640.87
19960315,641.43
19960318,652.65
19960319,651.69
19960320,649.98
19960321,649.19
19960322,650.62
19960325,650.04
19960326,652.97
19960327,648.91
19960328,648.94
19960329,645.50
19960401,653.73
19960402,655.26
19960403,655.88
19960404,655.86
19960408,644.24
19960409,642.19
19960410,633.50
19960411,631.18
19960412,636.71
19960415,642.49
19960416,645.00
19960417,641.61
19960418,643.61
19960419,645.07
19960422,647.89
19960423,651.58
19960424,650.17
19960425,652.87
19960426,653.46
19960429,654.16
19960430,654.17
19960501,654.58
19960502,643.38
19960503,641.63
19960506,640.81
19960507,638.26
19960508,644.77
19960509,645.44
19960510,652.09
19960513,661.51
19960514,665.60
19960515,665.42
19960516,664.85
19960517,668.91
19960520,673.15
19960521,672.76
19960522,678.42
19960523,676.00
19960524,678.51
19960528,672.23
19960529,667.93
19960530,671.70
19960531,669.12
19960603,667.68
19960604,672.56
19960605,678.44
19960606,673.03
19960607,673.31
19960610,672.16
19960611,670.97
19960612,669.04
19960613,667.92
19960614,665.85
19960617,665.16
19960618,662.06
19960619,661.96
19960620,662.10
19960621,666.84
19960624,668.85
19960625,668.48
19960626,664.39
19960627,668.55
19960628,670.63
19960701,675.88
19960702,673.61
19960703,672.40
19960705,657.44
19960708,652.54
19960709,654.75
19960710,656.06
19960711,645.67
19960712,646.19
19960715,629.80
19960716,628.37
19960717,634.07
19960718,643.56
19960719,638.73
19960722,633.77
19960723,626.87
19960724,626.65
19960725,631.17
19960726,635.90
19960729,630.91
19960730,635.26
19960731,639.95
19960801,650.02
19960802,662.49
19960805,660.23
19960806,662.38
19960807,664.16
19960808,662.59
19960809,662.10
19960812,665.77
19960813,660.20
19960814,662.05
19960815,662.28
19960816,665.21
19960819,666.58
19960820,665.69
19960821,665.07
19960822,670.68
19960823,667.03
19960826,663.88
19960827,666.40
19960828,664.81
19960829,657.40
19960830,651.99
19960903,654.72
19960904,655.61
19960905,649.44
19960906,655.68
19960909,663.76
19960910,663.81
19960911,667.28
19960912,671.15
19960913,680.54
19960916,683.98
19960917,682.94
19960918,681.47
19960919,683.00
19960920,687.02
19960923,686.48
19960924,685.61
19960925,685.83
19960926,685.86
19960927,686.19
19960930,687.31
19961001,689.08
19961002,694.01
19961003,692.78
19961004,701.46
19961007,703.38
19961008,700.64
19961009,696.74
19961010,694.61
19961011,700.66
19961014,703.54
19961015,702.57
19961016,704.41
19961017,706.99
19961018,710.82
19961021,709.85
19961022,706.57
19961023,707.27
19961024,702.29
19961025,700.92
19961028,697.26
19961029,701.50
19961030,700.90
19961031,705.27
19961101,703.77
19961104,706.73
19961105,714.14
19961106,724.59
19961107,727.65
19961108,730.82
19961111,731.87
19961112,729.56
19961113,731.13
19961114,735.88
19961115,737.62
19961118,737.02
19961119,742.16
19961120,743.95
19961121,742.75
19961122,748.73
19961125,757.03
19961126,755.96
19961127,755.00
19961129,757.02
19961202,756.56
19961203,748.28
19961204,745.10
19961205,744.38
19961206,739.60
19961209,749.76
19961210,747.54
19961211,740.73
19961212,729.30
19961213,728.64
19961216,720.98
19961217,726.04
19961218,731.54
19961219,745.76
19961220,748.87
19961223,746.92
19961224,751.03
19961226,755.82
19961227,756.79
19961230,753.85
19961231,740.74
19970102,737.01
19970103,748.03
19970106,747.65
19970107,753.23
19970108,748.41
19970109,754.85
19970110,759.50
19970113,759.51
19970114,768.86
19970115,767.20
19970116,769.75
19970117,776.17
19970120,776.70
19970121,782.72
19970122,786.23
19970123,777.56
19970124,770.52
19970127,765.02
19970128,765.02
19970129,772.50
19970130,784.17
19970131,786.16
19970203,786.73
19970204,789.26
19970205,778.28
19970206,780.15
19970207,789.56
19970210,785.43
19970211,789.59
19970212,802.77
19970213,811.82
19970214,808.48
19970218,816.29
19970219,812.49
19970220,802.80
19970221,801.77
19970224,810.28
19970225,812.10
19970226,805.68
19970227,795.07
19970228,790.82
19970303,795.31
19970304,790.95
19970305,801.99
19970306,798.56
19970307,804.97
19970310,813.65
19970311,811.34
19970312,804.26
19970313,789.56
19970314,793.17
19970317,795.71
19970318,789.66
19970319,785.77
19970320,782.65
19970321,784.10
19970324,790.89
19970325,789.07
19970326,790.50
19970327,773.88
19970331,757.12
19970401,759.64
19970402,750.11
19970403,750.32
19970404,757.90
19970407,762.13
19970408,766.12
19970409,760.60
19970410,758.34
19970411,737.65
19970414,743.73
19970415,754.72
19970416,763.53
19970417,761.77
19970418,766.34
19970421,760.37
19970422,774.61
19970423,773.64
19970424,771.18
19970425,765.37
19970428,772.96
19970429,794.05
19970430,801.34
19970501,798.53
19970502,812.97
19970505,830.24
19970506,827.76
19970507,815.62
19970508,820.26
19970509,824.78
19970512,837.66
19970513,833.13
19970514,836.04
19970515,841.88
19970516,829.75
19970519,833.27
19970520,841.66
19970521,839.35
19970522,835.66
19970523,847.03
19970527,849.71
19970528,847.21
19970529,844.08
19970530,848.28
19970602,846.36
19970603,845.48
19970604,840.11
19970605,843.43
19970606,858.01
19970609,862.91
19970610,865.27
19970611,869.57
19970612,883.48
19970613,893.27
19970616,893.90
19970617,894.43
19970618,889.06
19970619,897.99
19970620,898.70
19970623,878.62
19970624,896.34
19970625,888.99
19970626,883.68
19970627,887.30
19970630,885.14
19970701,891.03
19970702,904.03
19970703,916.92
19970707,912.20
19970708,918.75
19970709,907.54
19970710,913.78
19970711,916.68
19970714,918.38
19970715,925.76
19970716,936.59
19970717,931.61
19970718,915.30
19970721,912.94
19970722,933.98
19970723,936.56
19970724,940.28
19970725,938.79
19970728,936.45
19970729,942.29
19970730,952.29
19970731,954.29
19970801,947.14
19970804,950.30
19970805,952.37
19970806,960.32
19970807,951.19
19970808,933.54
19970811,937.00
19970812,926.53
19970813,922.02
19970814,924.77
19970815,900.81
19970818,912.49
19970819,926.01
19970820,939.35
19970821,925.05
19970822,923.54
19970825,920.16
19970826,913.02
19970827,913.70
19970828,903.67
19970829,899.47
19970902,927.58
19970903,927.85
19970904,930.87
19970905,929.05
19970908,931.20
19970909,933.62
19970910,919.03
19970911,912.59
19970912,923.91
19970915,919.77
19970916,945.64
19970917,943.00
19970918,947.29
19970919,950.51
19970922,955.43
19970923,951.93
19970924,944.48
19970925,937.91
19970926,945.22
19970929,953.34
19970930,947.28
19971001,955.41
19971002,960.46
19971003,965.03
19971006,972.69
19971007,983.12
19971008,973.84
19971009,970.62
19971010,966.98
19971013,968.10
19971014,970.28
19971015,965.72
19971016,955.25
19971017,944.16
19971020,955.61
19971021,972.28
19971022,968.49
19971023,950.69
19971024,941.64
19971027,876.98
19971028,921.85
19971029,919.16
19971030,903.68
19971031,914.62
19971103,938.99
19971104,940.76
19971105,942.76
19971106,938.03
19971107,927.51
19971110,921.13
19971111,923.78
19971112,905.96
19971113,916.66
19971114,928.35
19971117,946.20
19971118,938.23
19971119,944.59
19971120,958.98
19971121,963.09
19971124,946.67
19971125,950.82
19971126,951.64
19971128,955.40
19971201,974.77
19971202,971.68
19971203,976.77
19971204,973.10
19971205,983.79
19971208,982.37
19971209,975.78
19971210,969.79
19971211,954.94
19971212,953.39
19971215,963.39
19971216,968.04
19971217,965.54
19971218,955.30
19971219,946.78
19971222,953.70
19971223,939.12
19971224,932.70
19971226,936.46
19971229,953.36
19971230,970.84
19971231,970.43
19980102,975.04
19980105,977.07
19980106,966.58
19980107,964.00
19980108,956.04
19980109,927.69
19980112,939.21
19980113,952.12
19980114,957.94
19980115,950.73
19980116,961.51
19980120,978.60
19980121,970.81
19980122,963.04
19980123,957.58
19980126,956.95
19980127,969.02
19980128,977.46
19980129,985.49
19980130,980.28
19980202,1001.27
19980203,1005.99
19980204,1006.90
19980205,1003.54
19980206,1012.46
19980209,1010.74
19980210,1019.01
19980211,1020.01
19980212,1024.14
19980213,1020.09
19980217,1022.76
19980218,1032.08
19980219,1028.28
19980220,1034.21
19980223,1038.14
19980224,1030.56
19980225,1042.90
19980226,1048.67
19980227,1049.34
19980302,1047.70
19980303,1052.02
19980304,1047.33
19980305,1035.04
19980306,1055.69
19980309,1052.31
19980310,1064.25
19980311,1068.47
19980312,1069.92
19980313,1068.61
19980316,1079.27
19980317,1080.45
19980318,1085.52
19980319,1089.74
19980320,1099.16
19980323,1095.55
19980324,1105.65
19980325,1101.92
19980326,1100.80
19980327,1095.44
19980330,1093.55
19980331,1101.75
19980401,1108.15
19980402,1120.01
19980403,1122.70
19980406,1121.39
19980407,1109.55
19980408,1101.65
19980409,1110.67
19980413,1109.69
19980414,1115.75
19980415,1119.32
19980416,1108.17
19980417,1122.72
19980420,1123.65
19980421,1126.67
19980422,1130.54
19980423,1119.58
19980424,1107.90
19980427,1086.54
19980428,1085.11
19980429,1094.62
19980430,1111.75
19980501,1121.00
19980504,1122.07
19980505,1115.50
19980506,1104.92
19980507,1095.14
19980508,1108.14
19980511,1106.64
19980512,1115.79
19980513,1118.86
19980514,1117.37
19980515,1108.73
19980518,1105.82
19980519,1109.52
19980520,1119.06
19980521,1114.64
19980522,1110.47
19980526,1094.02
19980527,1092.23
19980528,1097.59
19980529,1090.82
19980601,1090.98
19980602,1093.22
19980603,1082.73
19980604,1094.83
19980605,1113.86
19980608,1115.72
19980609,1118.41
19980610,1112.28
19980611,1094.58
19980612,1098.84
19980615,1077.01
19980616,1087.59
19980617,1107.10
19980618,1106.37
19980619,1100.65
19980622,1103.21
19980623,1119.49
19980624,1132.88
19980625,1129.28
19980626,1133.20
19980629,1138.49
19980630,1133.84
19980701,1148.56
19980702,1146.42
19980706,1157.31
19980707,1154.66
19980708,1166.37
19980709,1158.56
19980710,1164.33
19980713,1165.19
19980714,1177.58
19980715,1174.81
19980716,1183.99
19980717,1186.75
19980720,1184.10
19980721,1165.07
19980722,1164.08
19980723,1139.75
19980724,1140.80
19980727,1147.27
19980728,1130.24
19980729,1125.21
19980730,1142.95
19980731,1120.67
19980803,1112.44
19980804,1072.12
19980805,1081.43
19980806,1089.63
19980807,1089.45
19980810,1083.14
19980811,1068.98
19980812,1084.22
19980813,1074.91
19980814,1062.75
19980817,1083.67
19980818,1101.20
19980819,1098.06
19980820,1091.60
19980821,1081.18
19980824,1088.14
19980825,1092.86
19980826,1084.19
19980827,1042.59
19980828,1027.14
19980831,957.28
19980901,994.24
19980902,990.48
19980903,982.26
19980904,973.89
19980908,1023.46
19980909,1006.20
19980910,980.19
19980911,1009.06
19980914,1029.72
19980915,1037.68
19980916,1045.48
19980917,1018.87
19980918,1020.09
19980921,1023.89
19980922,1029.63
19980923,1066.09
19980924,1042.72
19980925,1044.75
19980928,1048.69
19980929,1049.02
19980930,1017.01
19981001,986.39
19981002,1002.60
19981005,988.56
19981006,984.59
19981007,970.68
19981008,959.44
19981009,984.39
19981012,997.71
19981013,994.80
19981014,1005.53
19981015,1047.50
19981016,1056.42
19981019,1062.39
19981020,1063.93
19981021,1069.92
19981022,1078.48
19981023,1070.67
19981026,1072.32
19981027,1065.34
19981028,1068.09
19981029,1085.93
19981030,1098.67
19981102,1111.60
19981103,1110.84
19981104,1118.67
19981105,1133.85
19981106,1141.01
19981109,1130.20
19981110,1128.26
19981111,1120.97
19981112,1117.69
19981113,1125.72
19981116,1135.86
19981117,1139.32
19981118,1144.48
19981119,1152.61
19981120,1163.55
19981123,1188.21
19981124,1182.99
19981125,1186.87
19981127,1192.29
19981130,1163.63
19981201,1175.28
19981202,1171.25
19981203,1150.14
19981204,1176.74
19981207,1187.70
19981208,1181.38
19981209,1183.49
19981210,1165.02
19981211,1166.46
19981214,1141.20
19981215,1162.83
19981216,1161.94
19981217,1179.98
19981218,1188.03
19981221,1202.84
19981222,1203.57
19981223,1228.54
19981224,1226.27
19981228,1225.49
19981229,1241.81
19981230,1231.93
19981231,1229.23
19990104,1228.10
19990105,1244.78
19990106,1272.34
19990107,1269.73
19990108,1275.09
19990111,1263.88
19990112,1239.51
19990113,1234.40
19990114,1212.19
19990115,1243.26
19990119,1252.00
19990120,1256.62
19990121,1235.16
19990122,1225.19
19990125,1233.98
19990126,1252.31
19990127,1243.17
19990128,1265.37
19990129,1279.64
19990201,1273.00
19990202,1261.99
19990203,1272.07
19990204,1248.49
19990205,1239.40
19990208,1243.77
19990209,1216.14
19990210,1223.55
19990211,1254.04
19990212,1230.13
19990216,1241.87
19990217,1224.03
19990218,1237.28
19990219,1239.22
19990222,1272.14
19990223,1271.18
19990224,1253.41
19990225,1245.02
19990226,1238.33
19990301,1236.16
19990302,1225.50
19990303,1227.70
19990304,1246.64
19990305,1275.47
19990308,1282.73
19990309,1279.84
19990310,1286.84
19990311,1297.68
19990312,1294.59
19990315,1307.26
19990316,1306.38
19990317,1297.82
19990318,1316.55
19990319,1299.29
19990322,1297.01
19990323,1262.14
19990324,1268.59
19990325,1289.99
19990326,1282.80
19990329,1310.17
19990330,1300.75
19990331,1286.37
19990401,1293.72
19990405,1321.12
19990406,1317.89
19990407,1326.89
19990408,1343.98
19990409,1348.35
19990412,1358.64
19990413,1349.82
19990414,1328.44
19990415,1322.86
19990416,1319.00
19990419,1289.48
19990420,1306.17
19990421,1336.12
19990422,1358.82
19990423,1356.85
19990426,1360.04
19990427,1362.80
19990428,1350.91
19990429,1342.83
19990430,1335.18
19990503,1354.63
19990504,1332.00
19990505,1347.31
19990506,1332.05
19990507,1345.00
19990510,1340.30
19990511,1355.61
19990512,1364.00
19990513,1367.56
19990514,1337.80
19990517,1339.49
19990518,1333.32
19990519,1344.23
19990520,1338.83
19990521,1330.29
19990524,1306.65
19990525,1284.40
19990526,1304.76
19990527,1281.41
19990528,1301.84
19990601,1294.26
19990602,1294.81
19990603,1299.54
19990604,1327.75
19990607,1334.52
19990608,1317.33
19990609,1318.64
19990610,1302.82
19990611,1293.64
19990614,1294.00
